part,seq,op,cycle,x,y,z,r,q,f,z1,npecks,zclear,top_z,hole_d,hole_depth,hole_through,hole_bottom,hole_mouth,chain,chain_pos
featured_part_00394,8,DRILL_BLIND_HOLE_INTO_CENTER,G81,136.0,119.9,113.25,124.7,,250.0,,,132.7,122.70000010000001,24.0,122.7000002,1,-1e-07,122.7000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00394,9,GUN_DRILL_THROUGH_HOLE,GUN,136.0,119.9,110.654,,,125.0,110.654,3,132.7,122.70000010000001,24.0,122.7000002,1,-1e-07,122.7000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00394,10,SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,G73,136.0,119.9,-4.951,124.7,14.183,250.0,,,132.7,122.70000010000001,24.0,122.7000002,1,-1e-07,122.7000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,3
featured_part_00394,11,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,136.0,119.9,-8.71,124.7,21.902,250.0,,,132.7,122.70000010000001,24.0,122.7000002,1,-1e-07,122.7000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,4
featured_part_00409,7,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,40.5,16.5,-1.937,94.2,,250.0,,,102.2,92.2000001,25.0,92.20000019999999,1,-1e-07,92.2000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_00418,1,SPOT_DRILL,G81,126.5,50.8,35.0,41.0,,250.0,,,68.0,58.00000010000001,18.4,58.00000020000001,1,-1e-07,38.0000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00418,2,SPOT_DRILL_1,G81,106.1,7.7,57.636,60.95,,250.0,,,68.0,58.00000010000001,7.3,14.00000020000001,0,43.9999999,57.96913823528694,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_00418,3,DRILL_THROUGH_HOLE_INTO_CENTER,G73,126.5,50.8,-3.647,40.0,10.412,250.0,,,68.0,58.00000010000001,18.4,58.00000020000001,1,-1e-07,38.0000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00418,4,DRILL_TO_ENLARGE_THROUGH_HOLE,G81,126.5,50.8,-7.028,40.0,,250.0,,,68.0,58.00000010000001,18.4,58.00000020000001,1,-1e-07,38.0000001,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00418,5,DRILL_BLIND_HOLE_INTO_CENTER,G81,106.1,7.7,44.0,59.95,,250.0,,,68.0,58.00000010000001,7.3,14.00000020000001,0,43.9999999,57.96913823528694,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_00425,1,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,244.6,23.0,-1.84,75.3,,250.0,,,83.3,73.30000010000019,19.6,73.30000020000018,1,-1e-07,73.30000009999999,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_00425,2,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,12.6,206.8,43.5,75.3,,250.0,,,83.3,73.30000010000019,17.1,29.80000020000019,0,43.4999999,73.30000010000019,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00425,6,SPOT_DRILL,G81,39.2,319.1,72.637,76.3,,250.0,,,83.3,73.30000010000019,15.4,73.30000020000018,1,-1e-07,73.30000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00425,7,SPOT_DRILL_1,G81,295.2,74.1,72.805,76.3,,250.0,,,83.3,73.30000010000019,11.5,73.30000020000018,1,-1e-07,73.30000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1,0
featured_part_00425,8,DRILL_THROUGH_HOLE_INTO_CENTER,G73,39.2,319.1,-3.211,75.3,8.501,250.0,,,83.3,73.30000010000019,15.4,73.30000020000018,1,-1e-07,73.30000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00425,9,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,39.2,319.1,-6.127,75.3,13.238,250.0,,,83.3,73.30000010000019,15.4,73.30000020000018,1,-1e-07,73.30000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00425,10,DRILL_THROUGH_HOLE_INTO_CENTER_1,G73,295.2,74.1,-4.955,75.3,11.179,250.0,,,83.3,73.30000010000019,11.5,73.30000020000018,1,-1e-07,73.30000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1,1
featured_part_00448,1,SPOT_DRILL,G81,133.6,71.5,92.673,96.0,,250.0,,,103.0,93.0000001,7.6,53.80000019999999,0,39.1999999,93.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_00448,2,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,15.3,435.1,-1.832,57.1,,250.0,,,103.0,93.0000001,19.2,93.00000019999999,1,-1e-07,55.1000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_00448,3,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,G81,138.5,314.8,-1.849,95.0,,250.0,,,103.0,93.0000001,20.0,93.00000019999999,1,-1e-07,93.0000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,0
featured_part_00448,4,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_2,G81,134.1,107.4,-1.832,95.0,,250.0,,,103.0,93.0000001,19.1,93.00000019999999,1,-1e-07,93.0000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_2,0
featured_part_00448,5,DRILL_BLIND_HOLE_INTO_CENTER,G81,133.6,71.5,39.2,95.0,,250.0,,,103.0,93.0000001,7.6,53.80000019999999,0,39.1999999,93.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_00448,6,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,140.9,35.7,63.5,95.0,,250.0,,,103.0,93.0000001,16.6,29.500000199999995,0,63.4999999,93.0000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00455,1,SPOT_DRILL,G81,105.4,221.9,53.259,56.5,,250.0,,,76.2,66.20000010000021,5.6,35.900000200000214,0,30.299999899999996,53.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_00455,2,DRILL_BLIND_HOLE_INTO_CENTER,G81,105.4,221.9,30.3,55.5,,250.0,,,76.2,66.20000010000021,5.6,35.900000200000214,0,30.299999899999996,53.5000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_00463,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,195.7,396.1,33.1,60.4,,250.0,,,68.4,58.4000001,15.6,25.3000002,0,33.0999999,58.4000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00470,1,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,96.6,249.5,-1.91,57.7,,250.0,,,65.7,55.700000100000004,23.5,55.700000200000005,1,-1e-07,55.700000100000004,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_00470,2,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,271.3,260.0,24.5,57.7,,250.0,,,65.7,55.700000100000004,15.7,31.200000200000005,0,24.4999999,55.700000100000004,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00470,6,SPOT_DRILL,G81,22.5,66.5,55.274,58.7,,250.0,,,65.7,55.700000100000004,9.9,55.700000200000005,1,-1e-07,55.700000100000004,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER,0
featured_part_00470,7,DRILL_THROUGH_HOLE_INTO_CENTER,G73,22.5,66.5,-4.474,57.7,8.596,250.0,,,65.7,55.700000100000004,9.9,55.700000200000005,1,-1e-07,55.700000100000004,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER,1
featured_part_00479,1,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,149.3,174.2,41.8,96.9,,250.0,,,104.9,94.9000001,17.7,53.100000200000004,0,41.799999899999996,94.9000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00479,2,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,G81,158.4,313.8,71.7,96.9,,250.0,,,104.9,94.9000001,17.7,23.20000019999999,0,71.69999990000001,94.9000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_1,0
featured_part_00479,3,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_2,G81,32.9,251.9,51.7,96.9,,250.0,,,104.9,94.9000001,17.7,43.2000002,0,51.6999999,94.9000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID_2,0
featured_part_00486,1,SPOT_DRILL,G81,58.3,85.5,70.877,74.6,,250.0,,,81.6,71.60000010000005,16.8,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00486,2,SPOT_DRILL_1,G81,11.1,201.2,70.989,74.6,,250.0,,,81.6,71.60000010000005,14.2,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_00486,3,SPOT_DRILL_2,G81,207.3,388.8,68.6,74.6,,250.0,,,81.6,71.60000010000005,18.8,19.000000200000045,0,52.5999999,71.60000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER,0
featured_part_00486,4,SPOT_DRILL_3,G81,43.6,403.6,70.877,74.6,,250.0,,,81.6,71.60000010000005,16.8,26.80000020000005,0,44.799999899999996,71.60000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_1,0
featured_part_00486,5,DRILL_THROUGH_HOLE_INTO_CENTER,G73,58.3,85.5,-3.211,73.6,9.351,250.0,,,81.6,71.60000010000005,16.8,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00486,6,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,58.3,85.5,-6.547,73.6,15.629,250.0,,,81.6,71.60000010000005,16.8,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL>DRILL_THROUGH_HOLE_INTO_CENTER>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00486,7,DRILL_THROUGH_HOLE_INTO_CENTER_1,G73,11.1,201.2,-2.792,73.6,6.763,250.0,,,81.6,71.60000010000005,14.2,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,1
featured_part_00486,8,DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,11.1,201.2,-4.048,73.6,12.608,250.0,,,81.6,71.60000010000005,14.2,71.60000020000004,1,-1e-07,71.60000009999999,SPOT_DRILL_1>DRILL_THROUGH_HOLE_INTO_CENTER_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,2
featured_part_00486,9,DRILL_BLIND_HOLE_INTO_CENTER,G81,207.3,388.8,52.6,73.6,,250.0,,,81.6,71.60000010000005,18.8,19.000000200000045,0,52.5999999,71.60000009999999,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER,1
featured_part_00486,10,DRILL_BLIND_HOLE_INTO_CENTER_1,G81,43.6,403.6,44.8,73.6,,250.0,,,81.6,71.60000010000005,16.8,26.80000020000005,0,44.799999899999996,71.60000009999999,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_1,1
featured_part_00486,11,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,372.3,113.6,46.7,49.7,,250.0,,,81.6,71.60000010000005,23.0,24.900000200000044,0,46.6999999,47.700000100000004,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00493,1,SPOT_DRILL,G81,319.9,200.9,128.0,134.0,,250.0,,,141.0,131.0000001,23.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,0
featured_part_00493,2,SPOT_DRILL_1,G81,187.6,285.6,128.0,134.0,,250.0,,,141.0,131.0000001,25.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,0
featured_part_00493,3,SPOT_DRILL_2,G81,140.6,416.8,130.539,134.0,,250.0,,,141.0,131.0000001,10.7,42.800000199999985,0,88.19999990000001,131.0000001,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2,0
featured_part_00493,4,SPOT_DRILL_3,G81,199.7,361.4,130.755,134.0,,250.0,,,141.0,131.0000001,5.7,56.00000019999999,0,74.9999999,131.0000001,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3,0
featured_part_00493,5,DRILL_BLIND_HOLE_INTO_CENTER,G81,319.9,200.9,122.45,133.0,,250.0,,,141.0,131.0000001,23.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,1
featured_part_00493,6,GUN_DRILL_THROUGH_HOLE,GUN,319.9,200.9,120.286,,,125.0,120.286,3,141.0,131.0000001,23.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,2
featured_part_00493,7,SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE,G73,319.9,200.9,-4.728,133.0,13.573,250.0,,,141.0,131.0000001,23.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,3
featured_part_00493,8,DRILL_TO_ENLARGE_THROUGH_HOLE,G73,319.9,200.9,-8.41,133.0,19.916,250.0,,,141.0,131.0000001,23.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,4
featured_part_00493,9,DRILL_BLIND_HOLE_INTO_CENTER_1,G81,187.6,285.6,122.45,133.0,,250.0,,,141.0,131.0000001,25.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,1
featured_part_00493,10,GUN_DRILL_THROUGH_HOLE_1,GUN,187.6,285.6,120.286,,,125.0,120.286,3,141.0,131.0000001,25.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,2
featured_part_00493,11,SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,187.6,285.6,-4.728,133.0,13.573,250.0,,,141.0,131.0000001,25.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,3
featured_part_00493,12,DRILL_TO_ENLARGE_THROUGH_HOLE_1,G73,187.6,285.6,-9.011,133.0,23.335,250.0,,,141.0,131.0000001,25.0,131.0000002,1,-1e-07,131.0000001,SPOT_DRILL_1>DRILL_BLIND_HOLE_INTO_CENTER_1>GUN_DRILL_THROUGH_HOLE_1>SPADE_DRILL_TO_ENLARGE_THROUGH_HOLE_1>DRILL_TO_ENLARGE_THROUGH_HOLE_1,4
featured_part_00493,13,DRILL_BLIND_HOLE_INTO_CENTER_2,G81,140.6,416.8,88.2,133.0,,250.0,,,141.0,131.0000001,10.7,42.800000199999985,0,88.19999990000001,131.0000001,SPOT_DRILL_2>DRILL_BLIND_HOLE_INTO_CENTER_2,1
featured_part_00493,14,DRILL_BLIND_HOLE_INTO_CENTER_3,G81,199.7,361.4,75.0,133.0,,250.0,,,141.0,131.0000001,5.7,56.00000019999999,0,74.9999999,131.0000001,SPOT_DRILL_3>DRILL_BLIND_HOLE_INTO_CENTER_3,1
featured_part_00508,1,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,G81,388.4,138.4,-1.919,65.3,,250.0,,,73.3,63.300000100000055,24.0,63.300000200000056,1,-1e-07,63.3000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID,0
featured_part_00508,2,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,G81,36.6,230.3,-1.91,65.3,,250.0,,,73.3,63.300000100000055,23.5,63.300000200000056,1,-1e-07,63.3000001,INDEXABLE_INSERT_DRILL_THROUGH_HOLE_FROM_SOLID_1,0
featured_part_00508,3,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,G81,60.5,373.3,27.4,30.4,,250.0,,,73.3,63.300000100000055,15.5,35.90000020000006,0,27.399999899999997,28.4000001,INDEXABLE_INSERT_DRILL_BLIND_HOLE_FROM_SOLID,0
featured_part_00515,7,SPOT_DRILL,G81,239.8,259.0,143.3,149.3,,250.0,,,156.3,146.3000001,23.5,146.3000002,1,-1e-07,146.3000001,SPOT_DRILL>DRILL_BLIND_HOLE_INTO_CENTER>GUN_DRILL_THROUGH_HOLE>DRILL_TO_ENLARGE_THROUGH_HOLE,0
